	word	quideword	cerf	pos
10110	simple	IMPORTANT	B2	adjective
10111	slow	NOT EXCITING	B2	adjective
10112	solo		B2	adjective
10113	steady	GRADUAL	B2	adjective
10114	steady	STILL	B2	adjective
10115	still	NOT MOVING	B2	adjective
10116	straightforward		B2	adjective
10117	stuck	NOT MOVE	B2	adjective
10118	sudden		B2	adjective
10119	thorough		B2	adjective
10120	tight	CONTROLLED	B2	adjective
10121	tight	NOT MUCH	B2	adjective
10122	tough	DIFFICULT	B2	adjective
10123	ultimate	MOST	B2	adjective
10124	underwater		B2	adjective
10125	unique	DIFFERENT	B2	adjective
10126	unique	SPECIAL	B2	adjective
10127	urban		B2	adjective
10128	skillful	DONE WELL	C1	adjective
10129	smart	STYLISH	C1	adjective
10130	smooth	PROCESS	C1	adjective
10131	sole		C1	adjective
10132	stable	SITUATION	C1	adjective
10133	steady	NOT CHANGING	C1	adjective
10134	steep	LARGE	C1	adjective
10135	stuck	NOT CONTINUE	C1	adjective
10136	subsequent		C1	adjective
10137	superior	BETTER	C1	adjective
10138	superior	HIGHER	C1	adjective
10139	supreme		C1	adjective
10140	ultimate	FINAL	C1	adjective
10141	underpaid		C1	adjective
10142	upper-class		C1	adjective
10143	upward		C1	adjective
10144	slender		C2	adjective
10145	slim	SMALL	C2	adjective
10146	smooth	MOVEMENT	C2	adjective
10147	sober	NOT DRUNK	C2	adjective
10148	solid	CERTAIN	C2	adjective
10149	solitary	ONLY	C2	adjective
10150	solitary	DONE ALONE	C2	adjective
10151	stiff	SEVERE	C2	adjective
10152	still	WATER/AIR	C2	adjective
10153	strict	EXACT	C2	adjective
10154	subject	STORY/PAINTING	C2	adjective
10155	subtle	NOT OBVIOUS	C2	adjective
10156	subtle	NOT STRONG	C2	adjective
10157	subtle	CLEVER	C2	adjective
10158	supplementary		C2	adjective
10159	tidy		C2	adjective
10160	tough	SEVERE	C2	adjective
10161	tough	UNFAIR	C2	adjective
10162	turbulent		C2	adjective
10163	underway	HAPPENING	C2	adjective
10164	unfavorable	CRITICIZING	C2	adjective
10165	unfavorable	NOT GOOD	C2	adjective
10166	sometimes		A1	adverb
10167	then	AT THAT TIME	A1	adverb
10168	then	NEXT	A1	adverb
10169	there	PLACE	A1	adverb
10170	there	DIRECTION	A1	adverb
10171	today	THIS DAY	A1	adverb
10172	tomorrow		A1	adverb
10173	tonight		A1	adverb
10174	too	ALSO	A1	adverb
10175	up	VERTICAL	A1	adverb
10176	so	MENTIONED EARLIER	A2	adverb
10177	somewhere	PLACE	A2	adverb
10178	soon	AFTER SHORT PERIOD	A2	adverb
10179	south		A2	adverb
10180	still	CONTINUING	A2	adverb
10181	straight	LINE	A2	adverb
10182	then	RESULT	A2	adverb
10183	there	GIVING	A2	adverb
10184	twice		A2	adverb
10185	up	HIGHER POSITION	A2	adverb
10186	somehow	WAY NOT KNOWN	B1	adverb
10187	someplace		B1	adverb
10188	still	DESPITE	B1	adverb
10189	straight	IMMEDIATELY	B1	adverb
10190	together	SAME TIME	B1	adverb
10191	up	NOT IN BED	B1	adverb
10192	since		B2	adverb
10193	somehow	REASON NOT CLEAR	B2	adverb
10194	then	IN ADDITION	B2	adverb
10195	there	POINT	B2	adverb
10196	though		B2	adverb
10197	tight		B2	adverb
10198	today	PRESENT TIME	B2	adverb
10199	together	COMBINED	B2	adverb
10200	up	INCREASE	B2	adverb
10201	up	COMPLETE	B2	adverb
10202	throughout		C1	adverb
10203	upward		C1	adverb
10204	sideways		C2	adverb
10205	together	IN ONE PLACE	C2	adverb
10206	uphill	TOP OF HILL	C2	adverb
10207	time	PERIOD	A2	noun
10208	town	NEARBY PLACE	A2	noun
10209	start	BEGINNING	B1	noun
10210	tear	CRYING	B1	noun
10211	time	WHEN SOMETHING HAPPENS	B1	noun
10212	side	PART OF SITUATION	B2	noun
10213	spread	MOVEMENT	B2	noun
10214	strain	PRESSURE	B2	noun
10215	track	MARKS	B2	noun
10216	trap	DANGEROUS SITUATION	B2	noun
10217	specialty		C1	noun
10218	the upper class		C1	noun
10219	sin	RELIGION	C2	noun
10220	sin	MORALLY WRONG	C2	noun
10221	slap		C2	noun
10222	stitch	THREAD	C2	noun
10223	treat		C2	noun
10224	turmoil		C2	noun
10225	tackle	SPORT	B2	verb
10226	surge		C1	verb
10227	survey	QUESTION	C1	verb
10228	survey	EXAMINE	C1	verb
10229	surrender		C2	verb
10230	tick		C2	verb
10231	treasure		C2	verb
10232	total			verb
10233	utter		C2	verb
10234	workaholic		C2	noun
10235	violate		C2	verb
10236	weep		C2	verb
10237	withdrawal	MONEY	C2	noun
10238	viewer		B2	noun
10239	voter		C2	noun
10240	winner		A2	noun
10241	worker	IN COMPANY	A2	noun
10242	well-being		C1	noun
10243	writing	SKILL	A1	noun
10244	writing	TEXT	A2	noun
10245	writing	STYLE	B1	noun
10246	writing	WORK	B2	noun
10247	warning		B1	noun
10248	walking		A2	noun
10249	wedding		B1	noun
10250	windsurfing		B1	noun
10251	vaccination		C2	noun
10252	vocation		C2	noun
10253	vanity		C2	noun
10254	vitality		C2	noun
10255	willingness		B2	noun
10256	visitor		A2	noun
10257	zoo		A1	noun
10258	web	SPIDER	B1	noun
10259	whale		B1	noun
10260	wing	CREATURE	B1	noun
10261	wasp		B2	noun
10262	wolf		B2	noun
10263	worm		B2	noun
10264	zebra		B2	noun
10265	violin		A2	noun
10266	verse		B2	noun
10267	whistle		B2	noun
10268	work	CREATION	B2	noun
10269	virus	SMALL ORGANISM	B2	noun
10270	waist		B2	noun
10271	wound		B2	noun
10272	wrist		B2	noun
10273	X-ray		B2	noun
10274	vein		C1	noun
10275	vein		C1	noun
10276	wreck	PERSON	C2	noun
10277	wrinkle		C2	noun
10278	welfare	HEALTH	B2	noun
10279	vaccine		C2	noun
10280	water	MOUTH	C2	verb
10281	vaccinate		C2	verb
10282	vomit		C2	verb
10283	watch		A1	noun
10284	veil	MATERIAL	C1	noun
10285	vest		C2	noun
10286	velvet		C2	noun
10287	wardrobe		B2	noun
10288	wear	CLOTHES	A1	verb
10289	word	LANGUAGE UNIT	A1	noun
10290	verb		A2	noun
10291	use	WORD	B1	noun
10292	vowel		B1	noun
10293	yell		B2	noun
10294	vocabulary		A2	noun
10295	welcome	FRIENDLY TREATMENT	B1	noun
10296	warn		B1	verb
10297	welcome	MEET	B1	verb
10298	welcome	ENCOURAGE	B2	verb
10299	wonder	POLITE REQUEST	B1	verb
10300	write	CREATE	B1	verb
10301	whisper		B2	verb
10302	yell		B2	verb
10303	volunteer		C1	verb
10304	witness		B2	noun
10305	verdict	OFFICIAL DECISION	C2	noun
10306	yard	UNIT OF MEASUREMENT	B1	noun
10307	volume	AMOUNT	B2	noun
10308	weight	HEAVINESS	B2	noun
10309	yellow		A2	noun
10310	width		B2	noun
10311	worst	MOST UNPLEASANT/DIFFICULT	B1	noun
10312	year	PERIOD OF STUDY	A2	noun
10313	workshop		C1	noun
10314	vegetable		A1	noun
10315	vegetarian		B1	noun
10316	vinegar		B2	noun
10317	yogurt		A2	noun
10318	zucchini		B2	noun
10319	wall		A1	noun
10320	window	GLASS	A1	noun
10321	washing machine		A2	noun
10322	yard	AREA	A2	noun
10323	venue		B2	noun
10324	warehouse		C2	noun
10325	wallet		A2	noun
10326	will	DOCUMENT	C2	noun
10327	wealth	MONEY	B2	noun
10328	withdraw	MONEY	C1	verb
10329	village		A1	noun
10330	view	THINGS YOU SEE	A2	noun
10331	valley		B1	noun
10332	waterfall		B1	noun
10333	wave	WATER	B1	noun
10334	weather forecast		B1	noun
10335	volcano		B2	noun
10336	vine		C1	noun
10337	weed		C2	noun
10338	wilderness		C2	noun
10339	water	LIQUID	A1	noun
10340	weather	WIND, RAIN, ETC.	A1	noun
10341	water	OCEAN/LAKE	A2	noun
10342	warmth	HEAT	B2	noun
10343	wind		A1	noun
10344	winter		A1	noun
10345	woodland		C2	noun
10346	woods	GROUP OF TREES	A2	noun
10347	world	THE EARTH	A1	noun
10348	walk	TRIP	A2	noun
10349	use	USING	A2	noun
10350	work	EFFORT	B1	noun
10351	violence	HURT	B2	noun
10352	wait		B2	noun
10353	wait	STAY	A1	verb
10354	wander		B2	verb
10355	yawn		B2	verb
10356	wink		C2	verb
10357	use	PURPOSE	A1	verb
10358	wash	CLEAN THING	A1	verb
10359	use	REDUCE	B1	verb
10360	waste	USE TOO MUCH	B1	verb
10361	wrap	COVER	B1	verb
10362	watch	BE CAREFUL	B2	verb
10363	water	PLANTS	B2	verb
10364	wipe	CLEAN	B2	verb
10365	wrap	PROTECT	B2	verb
10366	wreck		C2	verb
10367	visit	SEE A PERSON	A1	verb
10368	walk		A1	verb
10369	watch	LOOK AT	A1	verb
10370	warm		B2	verb
10371	whistle		B2	verb
10372	widen	INCREASE	B2	verb
10373	woman		A1	noun
10374	worry	PROBLEM	B1	noun
10375	wish	WANT	B2	noun
10376	warmth	FEELING	B2	noun
10377	wisdom	KNOWLEDGE	B2	noun
10378	worry	BEING ANXIOUS 	B2	noun
10379	will	WHAT SOMEONE WANTS	C1	noun
10380	wit		C1	noun
10381	willpower		C2	noun
10382	will	MENTAL POWER	B2	noun
10383	worry	FEEL ANXIOUS	A2	verb
10384	want		A1	verb
10385	worry	MAKE SOMEONE ANXIOUS	B2	verb
10386	vote	SHOW CHOICE	B1	noun
10387	wing	POLITICS	C2	noun
10388	wife		A1	noun
10389	widow		B2	noun
10390	video game		A2	noun
10391	win		C1	noun
10392	volleyball		A2	noun
10393	yoga		B1	noun
10394	victory		B2	noun
10395	withdraw	COMPETITION	C2	verb
10396	Web site		A1	noun
10397	video	SHORT FILM	A2	noun
10398	Web page		A2	noun
10399	virus	COMPUTER PROBLEM	B1	noun
10400	webcam		B1	noun
10401	window	COMPUTER	B1	noun
10402	wire	ELECTRICITY	B2	noun
10403	volume	SOUND	B1	noun
10404	virtual reality		B2	noun
10405	work	OPERATE	A2	verb
10406	way	ROUTE	A2	noun
10407	van		B1	noun
10408	vehicle		B1	noun
10409	windshield		B1	noun
10410	voyage		B2	noun
10411	wing	AIRCRAFT	B2	noun
10412	yacht		B2	noun
10413	vacancy	ROOM	C1	noun
10414	wreck	VEHICLE	C2	noun
10415	vacation		A1	noun
10416	vacancy	JOB	C1	noun
10417	workplace		C1	noun
10418	venture		C2	noun
10419	work	PLACE	A1	noun
10420	work	JOB	A1	noun
10421	wine		A1	noun
10422	whiskey		B2	noun
10423	variable		C1	noun
10424	withdrawal	NOT AVAILABLE	C2	noun
10425	waiter		A1	noun
10426	user		B1	noun
10427	writer		B1	noun
10428	walker		C1	noun
10429	vision	IDEA	B2	noun
10430	variation	DIFFERENT THING	C2	noun
10431	vision	SIGHT	B2	noun
10432	vegetation		C1	noun
10433	vision	ABILITY TO PLAN	C1	noun
10434	variation	DIFFERENCE	B2	noun
10435	vandalism		C2	noun
10436	validity		C2	noun
10437	weakness	NOT EFFECTIVE	B2	noun
10438	weakness	NOT STRONG	B2	noun
10439	usefulness		C1	noun
10440	warrior		C1	noun
10441	waitress		A1	noun
10442	week	SEVEN DAYS	A1	noun
10443	week	MONDAY TO FRIDAY	A1	noun
10444	weekend		A1	noun
10445	year	TWELVE MONTHS	A1	noun
10446	wastebasket		A2	noun
10447	way	METHOD	A2	noun
10448	weekday		A2	noun
10449	wheel	ON VEHICLE	A2	noun
10450	workbook		A2	noun
10451	vase		B1	noun
10452	vet		B1	noun
10453	video clip		B1	noun
10454	view	OPINION	B1	noun
10455	visa		B1	noun
10456	visit		B1	noun
10457	voice	SOUNDS	B1	noun
10458	way	DIRECTION	B1	noun
10459	wheelchair		B1	noun
10460	workout		B1	noun
10461	zone		B1	noun
10462	version	FORM	B2	noun
10463	victim		B2	noun
10464	vitamin		B2	noun
10465	volunteer		B2	noun
10466	ward		B2	noun
10467	wave	ENERGY	B2	noun
10468	weight	OBJECT	B2	noun
10469	zipper		B2	noun
10470	verdict	OPINION	C1	noun
10471	version	DESCRIPTION	C1	noun
10472	viewpoint		C1	noun
10473	walk	PATH	C1	noun
10474	witch		C1	noun
10475	youngster		C1	noun
10476	urge		C2	noun
10477	veil	SECRECY	C2	noun
10478	veteran	PERSON WITH EXPERIENCE	C2	noun
10479	veteran	MILITARY PERSON	C2	noun
10480	vice		C2	noun
10481	virgin		C2	noun
10482	virtue	GOOD QUALITY	C2	noun
10483	volume	BOOK	C2	noun
10484	vow		C2	noun
10485	wave	GROUP	C2	noun
10486	wave	HAND	C2	noun
10487	whim		C2	noun
10488	wish	SECRET	C2	noun
10489	west	DIRECTION	A2	noun
10490	wool		A2	noun
10491	work	ACTIVITY	A2	noun
10492	value	IMPORTANCE	B1	noun
10493	variety	BEING DIFFERENT	B1	noun
10494	weight	AMOUNT	B1	noun
10495	wildlife		B1	noun
10496	waste	UNWANTED MATTER	B2	noun
10497	wheat		B2	noun
10498	usage	AMOUNT	C1	noun
10499	worse		C1	noun
10500	view	POSITION	C2	noun
10501	violence	EXTREME FORCE	C2	noun
10502	virtue	MORAL BEHAVIOR	C2	noun
10503	welfare	HELP	C2	noun
10504	worship		C2	noun
10505	wreckage		C2	noun
10506	xenophobia		C2	noun
10507	Wednesday		A1	noun
10508	video	MAGNETIC STRIP	A2	noun
10509	white		A2	noun
10510	use	PURPOSE	B1	noun
10511	value	MONEY	B1	noun
10512	wire	METAL THREAD	B2	noun
10513	usage	WORDS	C1	noun
10514	virtue	ADVANTAGE	C2	noun
10515	wage		B1	noun
10516	way	DISTANCE	B1	noun
10517	view	ABILITY TO SEE	B2	noun
10518	vocabulary	LANGUAGE	C1	noun
10519	way	MANNER	C1	noun
10520	way	FREE SPACE	C2	noun
10521	work	SUCCEED	B1	verb
10522	vanish		B2	verb
10523	vary	BE DIFFERENT	B2	verb
10524	wait	NOT DO SOMETHING	C1	verb
10525	visit	SEE A PLACE	A1	verb
10526	visit	INTERNET	A2	verb
10527	win	PRIZE	A2	verb
10528	weigh	HEAVINESS	B1	verb
10529	use	WORD	B2	verb
10530	value	IMPORTANCE	B2	verb
10531	wear	HAIR	B2	verb
10532	weigh	CONSIDER CAREFULLY	B2	verb
10533	witness		B2	verb
10534	verify		C1	verb
10535	withdraw	REMOVE	C1	verb
10536	worship	RELIGION	C1	verb
10537	urge	ADVISE	C2	verb
10538	use	PERSON	C2	verb
10539	value	MONEY	C2	verb
10540	vow		C2	verb
10541	wear	FACE	C2	verb
10542	wield		C2	verb
10543	withstand		C2	verb
10544	work	DO JOB	A1	verb
10545	write	PRODUCE	A1	verb
10546	win	COMPETITION	A2	verb
10547	write	COMMUNICATE	A2	verb
10548	vote		B1	verb
10549	wave		B1	verb
10550	win	ELECTION	B1	verb
10551	wonder	QUESTION	B1	verb
10552	vary	CHANGE	B2	verb
10553	widen	MAKE WIDER	B2	verb
10554	wave	MOVE SIDE TO SIDE	C1	verb
10555	weaken	LOSE POWER	C1	verb
10556	worsen		C1	verb
10557	weaken	LOSE CONFIDENCE	C2	verb
10558	weapon		B2	noun
10559	war	FIGHTING	A2	noun
10560	war	TO STOP	C2	noun
10561	yes	AGREE	A1	adverb
10562	yes	ANSWER	A1	adverb
10563	yes	DISAGREE	A2	adverb
10564	useless	PERSON	C2	adjective
10565	utmost	EMPHASIS	C1	adjective
10566	worthy	DESERVING RESPECT	C1	adjective
10567	whereby		C2	adverb
10568	wretched	UNHAPPY	C2	adjective
10569	viable		C2	adjective
10570	valuable	OBJECTS	B1	adjective
10571	virtual	USING COMPUTER	B2	adjective
10572	wrinkled		C2	adjective
10573	well-educated		C1	adjective
10574	well-qualified		C1	adjective
10575	well-balanced	FOOD	B2	adjective
10576	well-dressed		B1	adjective
10577	worried		A2	adjective
10578	well-balanced	PERSON	C1	adjective
10579	useful		A2	adjective
10580	wonderful		A2	adjective
10581	winding		B2	adjective
10582	worrying		B2	adjective
10583	working	JOB	B1	adjective
10584	useless	NO HELP	B1	adjective
10585	virtually	ALMOST	B2	adverb
10586	violently		B2	adverb
10587	warmly	FRIENDLY	B2	adverb
10588	willingly		B2	adverb
10589	virtually	COMPUTER	B2	adverb
10590	vivacious		C2	adjective
10591	wealthy		B2	adjective
10592	windy		A2	adjective
10593	well	HEALTHY	A1	adjective
10594	warm	CLOTHES	A2	adjective
10595	written		B1	adjective
10596	very	EMPHASIS	A1	adverb
10597	well	TO A GREAT DEGREE	A2	adverb
10598	well	EMPHASIS	B2	adverb
10599	well	CONSIDERABLY	C1	adverb
10600	voice		C2	verb
10601	white	COLOR	A1	adjective
10602	yellow		A1	adjective
10603	whole		A2	adjective
10604	wide	DISTANCE	A2	adjective
10605	worse	MORE UNPLEASANT	A2	adjective
10606	worst		A2	adjective
10607	vast		B2	adjective
10608	vivid	COLORS	B2	adjective
10609	weak	LIKELY TO BREAK	B2	adjective
10610	versatile	THING	C2	adjective
10611	white	WINE	A2	adjective
10612	vegetarian		B1	adjective
10613	weak	TASTE	B2	adjective
10614	well-off		C1	adjective
10615	warm	TEMPERATURE	A1	adjective
10616	wet	WEATHER	A2	adjective
10617	wild	LAND	B2	adjective
10618	worldwide		B2	adjective
10619	wild	WEATHER	C2	adjective
10620	waste	BAD USE	B1	noun
10621	view	WATCH	C2	verb
10622	young		A1	adjective
10623	weak	BODY	B1	adjective
10624	white	PERSON	B1	adjective
10625	well-built		B2	adjective
10626	youth	YOUNG PEOPLE	B1	noun
10627	well-known		A2	adjective
10628	weak	NOT GOOD	B1	adjective
10629	vivid	DESCRIPTIONS	B2	adjective
10630	welcome	PLEASING	B2	adjective
10631	wise		B2	adjective
10632	witty		B2	adjective
10633	vain	APPEARANCE	C2	adjective
10634	versatile	PERSON	C2	adjective
10635	wary		C2	adjective
10636	wicked		C2	adjective
10637	willing	WANTING	C2	adjective
10638	withdrawn		C2	adjective
10639	vacant	JOB	B2	adjective
10640	workforce	COMPANY	C1	noun
10641	violent	ACTION	B2	adjective
10642	violent	PERSON	B2	adjective
10643	valuable	INFORMATION	B2	adjective
10644	variable		C1	adjective
10645	vulnerable		C2	adjective
10646	usual	NORMAL	B1	adjective
10647	visual		B2	adjective
10648	verbal	WORDS	C1	adjective
10649	vertical		C1	adjective
10650	virtual	ALMOST	C1	adjective
10651	vocational		C1	adjective
10652	verbal	SPOKEN	C2	adjective
10653	varied		B2	adjective
10654	well-organized		B2	adjective
10655	well-equipped		C1	adjective
10656	well-informed		C1	adjective
10657	visible	SEEN	B2	adjective
10658	visible	OBVIOUS	C1	adjective
10659	worthless	NOT IMPORTANT	C1	adjective
10660	worthless	MONEY	C2	adjective
10661	weekly		A2	adjective
10662	usually		A2	adverb
10663	urgently		B1	adverb
10664	vividly		B2	adverb
10665	warmly	KEEP WARM	B2	adverb
10666	widely	INCLUDING A LOT	B2	adverb
10667	wildly	WITHOUT CONTROL	B2	adverb
10668	wrongly	INCORRECTLY	B2	adverb
10669	utterly		C1	adverb
10670	wisely		C1	adverb
10671	vaguely		C2	adverb
10672	visibly		C2	adverb
10673	vitally		C2	adverb
10674	voluntarily		C2	adverb
10675	wholeheartedly		C2	adverb
10676	wholly		C2	adverb
10677	wildly	EXTREMELY	C2	adverb
10678	various		A2	adjective
10679	vicious	VIOLENT	C2	adjective
10680	vicious	UPSETTING	C2	adjective
10681	wrong	NOT CORRECT	A1	adjective
10682	west		A2	adjective
10683	wet	WATER	A2	adjective
10684	wild	ANIMAL	A2	adjective
10685	wooden		A2	adjective
10686	urgent		B1	adjective
10687	used		B1	adjective
10688	warm	FRIENDLY	B1	adjective
10689	waste		B1	adjective
10690	welcome	PLEASED	B1	adjective
10691	western	DIRECTION	B1	adjective
10692	western	COUNTRIES	B1	adjective
10693	wet	NOT DRY YET	B1	adjective
10694	wrong	PROBLEM	B1	adjective
10695	vacant	EMPTY	B2	adjective
10696	valid	GOOD REASON	B2	adjective
10697	valid	OFICIALLY ACCEPTABLE	B2	adjective
10698	vital		B2	adjective
10699	waterproof		B2	adjective
10700	weak	CHARACTER	B2	adjective
10701	weak	REASON	B2	adjective
10702	weak	SLIGHT	B2	adjective
10703	weird		B2	adjective
10704	well-paid		B2	adjective
10705	wild	ENERGETIC	B2	adjective
10706	worthwhile		B2	adjective
10707	wrong	NOT MORAL	B2	adjective
10708	vague	NOT CLEAR	C1	adjective
10709	voluntary		C1	adjective
10710	weak	LIKELY TO FAIL	C1	adjective
10711	widespread		C1	adjective
10712	working-class		C1	adjective
10713	wrong	NOT SUITABLE	C1	adjective
10714	utter		C2	adjective
10715	vague	NOT THINKING	C2	adjective
10716	very		C2	adjective
10717	virgin		C2	adjective
10718	weary	TIRED	C2	adjective
10719	white	FACE	C2	adjective
10720	white	OF WHITE PEOPLE	C2	adjective
10721	would-be		C2	adjective
10722	wretched	BAD	C2	adjective
10723	well	IN A GOOD WAY	A1	adverb
10724	when		A1	adverb
10725	where		A1	adverb
10726	why	ASK ABOUT REASON	A1	adverb
10727	yesterday		A1	adverb
10728	west		A2	adverb
10729	wrong	NOT CORRECT	A2	adverb
10730	yet	UNTIL NOW	A2	adverb
10731	yet	NOW	A2	adverb
10732	why	TALK ABOUT REASON	B1	adverb
10733	worse	COMPARATIVE	B1	adverb
10734	wide	APART	B2	adverb
10735	worst		B2	adverb
10736	vice versa		C1	adverb
10737	yet	IN THE FUTURE	C1	adverb
10738	whenever		C2	adverb
10739	whereabouts		C2	adverb
10740	whole		C2	adverb
10741	wood	MATERIAL	A2	noun
10742	world	GROUP	B1	noun
10743	vote	DECIDE	B2	noun
10744	the working class		C1	noun
10745	workforce	COUNTRY	C2	noun
10746	win	ARGUMENT	B2	verb
10747	wound		B2	verb
10748	worship	ADMIRE	C1	verb
10749	yield	TRAFFIC	C1	verb
10750	venture	SAY	C2	verb
10751	view	OPINION	C2	verb
10752	yield		C2	verb
10753	violent	DAMAGE	C2	adjective
10754	bye		A1	exclamation
10755	all	EVERY ONE	A1	determiner
10756	all right		A1	exclamation
10757	can	REQUEST	A1	modal verb
10758	can	OFFER	A1	modal verb
10759	about	SUBJECT	A1	preposition
10760	at	CAUSE	A2	preposition
10761	according to	OPINION	B1	preposition
10762	because of		B1	preposition
10763	against	NOT AGREE	B2	preposition
10764	any	SOME	A1	determiner
10765	any	NOT IMPORTANT WHICH	A1	determiner
10766	another	ADDITIONAL	A2	determiner
10767	at	PLACE	A1	preposition
10768	behind	BACK	A1	preposition
10769	between	SPACE	A1	preposition
10770	across		A2	preposition
10771	after	PAST A PLACE	A2	preposition
10772	after	ORDER	A2	preposition
10773	against	TOUCHING	A2	preposition
10774	around	IN A CIRCLE/CIRCULAR MOVEMENT	A2	preposition
10775	around	TO OR IN A PLACE	A2	preposition
10776	around	APPROXIMATELY	A2	preposition
10777	before	PLACE	A2	preposition
10778	between	AMOUNT	A2	preposition
10779	after	FOLLOWING	B1	preposition
10780	along	NEXT TO	B1	preposition
10781	before	IN FRONT OF	B1	preposition
10782	beside		B1	preposition
10783	by	NEAR	B1	preposition
10784	among	IN THE MIDDLE	B2	preposition
10785	at	AMOUNT	B2	preposition
10786	beneath	UNDER	B2	preposition
10787	beyond	DISTANCE	B2	preposition
10788	can	ABILITY	A1	modal verb
10789	between	INVOLVE	A1	preposition
10790	be	CONTINUE	A2	auxiliary verb
10791	be	PASSIVE	A2	auxiliary verb
10792	a	NOT PARTICULAR	A1	determiner
10793	a	ANY/EVERY	A1	determiner
10794	a	ONE	A1	determiner
10795	a	TYPE	A1	determiner
10796	all	WHOLE TIME	A1	determiner
10797	an		A1	determiner
10798	both		A1	determiner
10799	a	AMOUNTS	A2	determiner
10800	a	AN ACTION	A2	determiner
10801	a	TWO NOUNS	A2	determiner
10802	a	UNIT	A2	determiner
10803	a	WITH FRACTION	A2	determiner
10804	a	PERIOD OF TIME	A2	determiner
10805	all	WHOLE AMOUNT	A2	determiner
10806	another	DIFFERENT	A2	determiner
10807	all	ONLY THING	B1	determiner
10808	Cheers!		B1	exclamation
10809	can	POSSIBILITY	A1	modal verb
10810	cannot		A1	modal verb
10811	can	PERMISSION	A2	modal verb
10812	can	SURPRISE	B1	modal verb
10813	can	TYPICAL	B2	modal verb
10814	can	SOMETIMES HAPPENING	B2	modal verb
10815	after	TIME/EVENT	A1	preposition
10816	at	TIME	A1	preposition
10817	at	DIRECTION	A1	preposition
10818	at	E-MAIL ADDRESS	A1	preposition
10819	before	EARLIER	A1	preposition
10820	between	TIME	A1	preposition
10821	against	COMPETING	A2	preposition
10822	along	DIRECTION	A2	preposition
10823	between	CONNECT	A2	preposition
10824	between	SEPARATE	A2	preposition
10825	by	DO	A2	preposition
10826	by	HOW	A2	preposition
10827	by	NOT LATER THAN	A2	preposition
10828	against	OPPOSITE DIRECTION	B1	preposition
10829	at	ABILITY	B1	preposition
10830	before	IN ORDER	B1	preposition
10831	behind	SLOWER	B1	preposition
10832	behind	SUPPORTING	B1	preposition
10833	besides		B1	preposition
10834	between	SHARE	B1	preposition
10835	beyond	TIME	B1	preposition
10836	but		B1	preposition
10837	according to	METHOD	B2	preposition
10838	after	BECAUSE OF	B2	preposition
10839	among	IN A GROUP	B2	preposition
10840	by	HOLDING	B2	preposition
10841	by	AMOUNT	B2	preposition
10842	after	DESPITE	C1	preposition
10843	amid	WHILE	C1	preposition
10844	among	DIVIDE	C1	preposition
10845	behind	CAUSING	C1	preposition
10846	beyond	INVOLVING MORE	C1	preposition
10847	after	NAMED FOR	C2	preposition
10848	amid	AMONG	C2	preposition
10849	before	IMPORTANCE	C2	preposition
10850	behind	NOT AFFECTING	C2	preposition
10851	beneath	NOT GOOD ENOUGH	C2	preposition
10852	beyond	AMOUNT	C2	preposition
10853	anything	IN QUESTIONS/NEGATIVES	A1	pronoun
10854	anything	NO MATTER WHICH	A1	pronoun
10855	anybody	IN QUESTIONS/NEGATIVES	A2	pronoun
10856	anyone	IN QUESTIONS/NEGATIVES	A2	pronoun
10857	anybody	ANY PERSON	B1	pronoun
10858	anyone	ANY PERSON	B1	pronoun
10859	cool		A2	exclamation
10860	concerning		B2	preposition
10861	considering		B2	preposition
10862	do	FOR EMPHASIS	B2	auxiliary verb
10863	could	REQUEST	A2	modal verb
10864	could	SUGGESTION	B1	modal verb
10865	could	ASK PERMISSION	B1	modal verb
10866	despite		B1	preposition
10867	every	EACH	A1	determiner
10868	enough	NECESSARY AMOUNT	A2	determiner
10869	double		B1	determiner
10870	few	NOT MANY	B1	determiner
10871	enough	NEGATIVE COMMENT	B2	determiner
10872	down	LOWER POSITION	A2	preposition
10873	down	ALONG	A2	preposition
10874	everything		A2	pronoun
10875	damn		B1	exclamation
10876	do	QUESTIONS/NEGATIVES	A1	auxiliary verb
10877	do	AVOID REPEATING	B1	auxiliary verb
10878	each		A1	determiner
10879	every	HOW OFTEN	A1	determiner
10880	every	POSSIBLE	B2	determiner
10881	congratulations		A2	exclamation
10882	could	PAST ABILITY	A2	modal verb
10883	could	 POSSIBLY HAPPEN	B1	modal verb
10884	during	THROUGH	A2	preposition
10885	during	AT SOME TIME IN	A2	preposition
10886	except	NOT INCLUDING	A2	preposition
10887	each		A1	pronoun
10888	everybody		A2	pronoun
10889	everyone		A2	pronoun
10890	either	ONE OF TWO	B1	pronoun
10891	goodbye		A1	exclamation
10892	hi		A1	exclamation
10893	hey		A2	exclamation
10894	in	WEARING	B1	preposition
10895	good afternoon		A1	exclamation
10896	good evening		A1	exclamation
10897	good morning		A1	exclamation
10898	good night		A1	exclamation
10899	hello	GREETING	A1	exclamation
10900	hello	ON PHONE	A1	exclamation
10901	for	MEANING	A2	preposition
10902	in	EXPRESSED	B1	preposition
10903	for	SUPPORT	B2	preposition
10904	itself	EMPHASIS	B1	pronoun
10905	from	STARTING PLACE	A1	preposition
10906	from	ORIGIN	A1	preposition
10907	in	INSIDE	A1	preposition
10908	inside		A1	preposition
10909	into	IN	A1	preposition
10910	from	MATERIAL	A2	preposition
